Pid_red,T_red,tailcor,nmoves,nequil,nprod,sbox,rho,P,P_var,rho_red,P_red,P_var_red,time,seed
2,2,False,100,500,1000,21.0372,0.012011537326029,85.0082388159438,19.1433006629874,0.623340134884121,2.16634501792016,0.487846761625089,186.226668834686,27051
2,2,False,100,500,1000,21.0372,0.012347610175214,90.0472500848386,19.4602950656056,0.640780674713125,2.2947588882657,0.495925028559984,271.031078338623,55771
2,2,False,100,500,1000,21.0372,0.012032442124023,85.0828638860293,20.9548534175381,0.624424991821908,2.16824675886955,0.534012266747687,337.135684728622,94399
2,2,False,100,500,1000,21.0372,0.011967833054827,87.5556217986614,19.5990801578073,0.621072096616714,2.23126237781622,0.499461819784466,149.200371980667,29600
3,2,False,100,500,1000,21.0372,0.013065849970381,112.819157957611,22.1867625781375,0.678053812917355,2.8750768651565,0.565406168206732,132.694874286652,99163
3,2,False,100,500,1000,21.0372,0.013113397295954,186.809363714603,23.429272059182,0.680521286940987,4.76063896889089,0.597070207615986,117.408036708832,37329
3,2,False,100,500,1000,21.0372,0.012760983410099,105.762560474398,23.4684340227176,0.662232727102144,2.69524694497281,0.598068208818916,116.752248048782,81690
3,2,False,100,500,1000,21.0372,0.012717593844021,106.361323720489,23.8422400642392,0.659981020493925,2.7105057927404,0.607594260258144,115.432640075684,71263
3,2,False,100,500,1000,21.0372,0.012867213037395,114.281006248901,24.3909664576508,0.66774552603951,2.91233052205964,0.621577971779827,116.372964143753,39303
4,2,False,100,500,1000,21.0372,0.013548316553947,126.03067655745,22.5742387870192,0.703091472720132,3.21175843739668,0.575280589396552,123.168173313141,89036
4,2,False,100,500,1000,21.0372,0.013151622690591,118.471763826851,24.5189047965505,0.682504998268064,3.01912754463954,0.624838344973493,120.19113612175,89472
4,2,False,100,500,1000,21.0372,0.013390185285143,122.841771913029,21.3252806278161,0.694885232024161,3.13049257675438,0.543452212247856,122.190490484238,62020
4,2,False,100,500,1000,21.0372,0.013317064140516,118.760991933221,25.8180356139502,0.691090601668581,3.02649821689443,0.657945319228,121.843602180481,16982
4,2,False,100,500,1000,21.0372,0.013172867971603,115.787977370774,26.3663592306342,0.683607524611866,2.95073408655518,0.671918766410964,122.377273321152,27997
6,2,False,100,500,1000,21.0372,0.01401737755853,140.021901535712,23.7660926789586,0.727433448433071,3.56831000167367,0.60565372471679,129.772049188614,29254
6,2,False,100,500,1000,21.0372,0.013986851161582,171.347058565402,27.4352533500737,0.725849277491857,4.36659848302624,0.699158402034347,128.237287759781,24630
6,2,False,100,500,1000,21.0372,0.013875826845993,139.486295022464,29.4711091640935,0.720087657644546,3.55466063641564,0.751040033289582,130.057945251465,28799
6,2,False,100,500,1000,21.0372,0.014212095177542,154.352015819601,23.1410207237615,0.737538342053659,3.93349780132148,0.589724427335217,131.077615022659,15274
6,2,False,100,500,1000,21.0372,0.013728546996504,138.710715585994,24.388142620132,0.712444552623572,3.53489581512773,0.6215060092686,129.225214958191,21746
0.016,2,False,100,500,1000,15.7779,0.000156800882831,0.638250762853547,0.289542196837352,0.008137200160234,0.016265145350032,0.0073786765181,1.56849241256714,25261
0.016,2,False,100,500,1000,15.7779,0.000157180231593,0.642479291955716,0.292609957275024,0.008156886508611,0.01637290493994,0.007456855146818,1.47052335739136,96482
0.016,2,False,100,500,1000,15.7779,0.000155426061815,0.626597545733249,0.273853944166657,0.008065853662758,0.015968175442139,0.006978877998728,1.49151802062988,67061
0.016,2,False,100,500,1000,15.7779,0.000158346283492,0.643791731719309,0.302677422305023,0.008217398908322,0.016406351078606,0.007713413840594,1.47152447700501,48968
0.016,2,False,100,500,1000,15.7779,0.000157778533332,0.634607568361329,0.285392359235004,0.008187935447327,0.016172302393308,0.007272922297801,1.54350113868713,41316
0.032,2,False,100,500,1000,15.7779,0.000320251825836,1.28700996791113,0.494050184981244,0.01661950597122,0.032798087230516,0.012590346203431,2.40822148323059,11033
0.032,2,False,100,500,1000,15.7779,0.000323862003985,1.3118756547879,0.519809865410351,0.016806856588665,0.033431762949869,0.013246804402519,2.50918769836426,65390
0.032,2,False,100,500,1000,15.7779,0.000314398652659,1.26294207886242,0.472831406209159,0.016315754864375,0.032184742544651,0.012049608078285,2.30925226211548,76638
0.032,2,False,100,500,1000,15.7779,0.000323793262934,1.29242625740409,0.466216026186747,0.016803289263791,0.032936115637199,0.011881022118232,2.42421507835388,39922
0.032,2,False,100,500,1000,15.7779,0.000323419006102,1.29794937961075,0.487807859080413,0.0167838671617,0.03307686656255,0.012431267132933,2.40822172164917,44358
0.064,2,False,100,500,1000,15.7779,0.000650112122994,2.5890595747396,0.893500241141663,0.033737644685907,0.065979443745206,0.022769908221468,3.8237636089325,92894
0.064,2,False,100,500,1000,15.7779,0.000655583401445,2.61105313177349,0.997392090795036,0.034021577321232,0.066539926274551,0.02541748208059,3.79277396202087,30263
0.064,2,False,100,500,1000,15.7779,0.00067135310769,2.68813862861399,1.01825652723614,0.034839948071905,0.068504368596382,0.025949190166365,3.91373467445374,56749
0.064,2,False,100,500,1000,15.7779,0.000668353961104,2.65198264183556,0.953439388268348,0.034684307008894,0.067582971530445,0.024297393963614,3.74178981781006,91088
0.064,2,False,100,500,1000,15.7779,0.000645310433298,2.57111150312444,0.918508540324174,0.033488460437317,0.065522056131178,0.023407218264534,3.59883594512939,93621
0.128,2,False,100,500,1000,15.7779,0.001412104125107,5.57037125256345,2.19486411879275,0.073281308788606,0.14195501729055,0.055933789653652,6.58786916732788,55808
0.128,2,False,100,500,1000,15.7779,0.001432904657885,5.55337890017277,1.91910380865822,0.074360754870783,0.141521985169699,0.048906329935383,6.78780436515808,35395
0.128,2,False,100,500,1000,15.7779,0.001459517628402,5.66503265343741,2.08563025036187,0.075741838089509,0.144367362929385,0.053150080098444,7.38261151313782,18537
0.128,2,False,100,500,1000,15.7779,0.001431387262838,5.5271524474596,2.04185323678437,0.074282009477272,0.140853631772849,0.052034469228438,6.66684365272522,76362
0.128,2,False,100,500,1000,15.7779,0.00143322290349,5.57739828599199,2.00052687710104,0.074377270263717,0.142134093802082,0.050981310679858,6.70883202552795,43328
0.25,2,False,100,500,1000,15.7779,0.003109066072784,11.934856465873,4.93455467480932,0.161345347607865,0.304147188608581,0.125751904572135,13.1157579421997,29086
0.25,2,False,100,500,1000,15.7779,0.003159565285471,12.1216349428247,5.13682084957691,0.163966010158658,0.308907040461002,0.130906444015662,13.4456524848938,62568
0.25,2,False,100,500,1000,15.7779,0.003056216934546,11.650382587805,4.72565408654536,0.158602735395646,0.296897672831465,0.120428294120611,12.9578053951263,38893
0.25,2,False,100,500,1000,15.7779,0.003192902149142,12.1440171023307,5.1916833125961,0.165696030599297,0.309477426113164,0.132304555835032,14.3283669948578,49600
0.25,2,False,100,500,1000,15.7779,0.003185959303012,11.9545533803336,4.50838897698533,0.165335730787045,0.304649143632053,0.114891522694463,13.2297213077545,95881
0.5,2,False,100,500,1000,15.7779,0.006778595754465,27.712256904578,12.9175332111939,0.351776019773655,0.706217544519889,0.329189665680258,26.7863385677338,68709
0.5,2,False,100,500,1000,15.7779,0.006511763362992,26.1273309787386,11.6477613332562,0.337928721598792,0.665827384330254,0.296830872932871,27.0862419605255,96945
0.5,2,False,100,500,1000,15.7779,0.006515516115173,26.7023068088312,12.3040411435961,0.338123471112272,0.680480034970887,0.313555469481327,26.2695052623749,59058
0.5,2,False,100,500,1000,15.7779,0.006573413901697,27.35179546224,13.2818681378944,0.341128083517998,0.697031566070764,0.338474355779776,25.8486406803131,58465
0.5,2,False,100,500,1000,15.7779,0.006729254955782,27.0422173510767,12.8154675542997,0.349215473253143,0.689142295476326,0.326588630411286,27.4711174964905,21698
0.75,2,False,100,500,1000,15.7779,0.008745496170725,43.7025025566966,18.1014410372078,0.453848547002815,1.1137120354808,0.461296071467086,33.4061982631683,60060
0.75,2,False,100,500,1000,15.7779,0.008716092822738,44.1953325832062,19.5419727267954,0.452322656818842,1.12627128723665,0.49800649733123,35.0716595649719,30003
0.75,2,False,100,500,1000,15.7779,0.008696916615531,41.4217431977166,17.6058082607445,0.451327505302201,1.05558929651783,0.448665394594294,33.5921380519867,49042
0.75,2,False,100,500,1000,15.7779,0.008691221292174,40.2552118399266,17.5585155085764,0.451031945830251,1.02586147918629,0.447460188846355,34.4988439083099,66400
0.75,2,False,100,500,1000,15.7779,0.008611863567977,41.4557356330701,18.1134748978444,0.446913667448188,1.05645555776498,0.461602741672228,34.7867510318756,98880
1,2,False,100,500,1000,15.7779,0.009906764201476,55.3001118237733,21.5742101548222,0.514112687327,1.40926483607363,0.549795917848091,39.3612725734711,36830
1,2,False,100,500,1000,15.7779,0.009554850756836,50.738070932633,21.2345003327242,0.495850097943547,1.2930060511167,0.54113877248323,38.6275103092194,93023
1,2,False,100,500,1000,15.7779,0.009657944511277,53.3271582284081,21.5576431337911,0.501200160392211,1.35898620130317,0.54937372484689,38.3625965118408,21681
1,2,False,100,500,1000,15.7779,0.0095251902664,52.2640711546367,20.6588914922207,0.494310863322083,1.33189455209413,0.526469990242069,38.3076124191284,91864
1,2,False,100,500,1000,15.7779,0.009566111559342,51.9297761040692,20.3942924743883,0.496434478607129,1.32337539645228,0.519726964248215,37.7128059864044,33705
1.5,2,False,100,500,1000,15.7779,0.010799458400801,67.9922259625741,25.6669892295614,0.560439157246187,1.73270993521275,0.654096061945964,43.295999288559,19176
1.5,2,False,100,500,1000,15.7779,0.010839486060083,72.9902877971701,27.2114825617504,0.562516397307875,1.86008025255431,0.693455840268662,42.3343114852905,62744
1.5,2,False,100,500,1000,15.7779,0.011165293181209,76.5316264369531,29.5595880875104,0.579424195978153,1.9503275206535,0.753294825032181,42.6362142562866,26460
1.5,2,False,100,500,1000,15.7779,0.010821511548282,67.2720286651406,24.989998231504,0.561583607914953,1.71435646913763,0.636843662693299,41.476589679718,93263
1.5,2,False,100,500,1000,15.7779,0.010981777489267,71.1372043926616,26.9878573102466,0.569900627673454,1.81285638276165,0.687756987354822,42.3273136615753,74947
2,2,False,100,500,1000,15.7779,0.011734402886717,87.9173782641285,29.4844801381064,0.608958210731314,2.24048135855951,0.751380778414303,44.8724911212921,33503
2,2,False,100,500,1000,15.7779,0.011712214803099,88.1750403807503,29.786243473505,0.607806757535944,2.24704760496604,0.759070897717291,45.4223122596741,93156
2,2,False,100,500,1000,15.7779,0.01174032225498,89.1712944540376,30.0453421415166,0.609265397039889,2.27243608587459,0.765673753115955,45.1883888244629,45319
2,2,False,100,500,1000,15.7779,0.011833443465126,89.9597575872772,31.8683277381508,0.614097933135569,2.29252923454228,0.812130612121814,44.6635575294495,12182
2,2,False,100,500,1000,15.7779,0.011350071671715,82.4102418613179,28.6289340574432,0.589013297362015,2.10013781450531,0.729578091812845,44.2197015285492,64527
3,2,False,100,500,1000,15.7779,0.012585826995916,106.394578228484,34.5618084326063,0.653142964494799,2.71135324868962,0.880771117613658,48.8811945915222,48734
3,2,False,100,500,1000,15.7779,0.012472875265598,106.77132610054,33.7450078741289,0.647281321234606,2.72095426956725,0.859955819647973,47.4236643314362,15862
3,2,False,100,500,1000,15.7779,0.012940182020841,130.713960549631,31.4728224808376,0.671532259972843,3.33110697449475,0.802051579128356,49.1131188869476,84985
3,2,False,100,500,1000,15.7779,0.012478244705455,109.614257093013,32.4123936359385,0.647559968944191,2.79340335776879,0.825995555843854,47.950493812561,35129
3,2,False,100,500,1000,15.7779,0.012447232307686,101.792755464909,31.6845183690428,0.645950576933543,2.59408066480742,0.80744642484114,48.1854186058044,33542
4,2,False,100,500,1000,15.7779,0.013157775452225,124.999542621119,31.8001864944881,0.682824296552932,3.18548108008528,0.810394104628192,50.1397867202759,11489
4,2,False,100,500,1000,15.7779,0.012845100417766,120.397454753023,34.6608805594326,0.666597989056689,3.06820174029484,0.883295865936343,49.8278889656067,94879
4,2,False,100,500,1000,15.7779,0.013105410047307,125.717016729733,35.596943466521,0.680106787737973,3.20376514857478,0.907150438663363,49.7769041061401,61775
4,2,False,100,500,1000,15.7779,0.012871937433189,117.376499510567,33.1998867165484,0.667990699112041,2.99121589245222,0.846063983746701,49.9268550872803,70289
4,2,False,100,500,1000,15.7779,0.013037977622441,122.047810184411,32.7560143318404,0.676607374159939,3.11025930220159,0.834752365689461,49.9678423404694,33614
6,2,False,100,500,1000,15.7779,0.013715435953828,146.370359214005,35.9592985339902,0.711764153529894,3.73009372822076,0.916384674145286,52.5560059547424,14669
6,2,False,100,500,1000,15.7779,0.014199436600555,165.094764824738,36.6798654593243,0.736881423719886,4.20726539267735,0.93474755979635,54.2904448509216,85296
6,2,False,100,500,1000,15.7779,0.013653726857931,145.519256697651,33.7388806161509,0.708561752778388,3.70840428115392,0.859799672961734,52.350072145462,23025
6,2,False,100,500,1000,15.7779,0.013687366691419,145.642293790071,39.1170367308533,0.7103074958731,3.71153975126711,0.996856290849191,53.0748376846313,19843
6,2,False,100,500,1000,15.7779,0.013626673435496,115.6725534731,34.7004803997148,0.70715781225584,2.94779263065445,0.884305025964837,52.9958643913269,88525
0.016,2,False,100,500,1000,10.5186,0.000158705901026,0.644264444419661,0.430551646456044,0.008236061302338,0.016418397661591,0.010972153137731,0.928699254989624,77473
0.016,2,False,100,500,1000,10.5186,0.000160123685199,0.649677608760588,0.457105674082342,0.008309637377859,0.016556346427081,0.011648854434632,0.778748035430908,31421
0.016,2,False,100,500,1000,10.5186,0.000152141130675,0.632823475909714,0.505619432360156,0.007895381776892,0.01612683668495,0.012885176231314,0.799740791320801,33521
0.016,2,False,100,500,1000,10.5186,0.000157150634752,0.63865770418211,0.437565368784607,0.008155350577068,0.0162755158192,0.011150890429966,0.759754180908203,31914
0.016,2,False,100,500,1000,10.5186,0.000150920977023,0.614594830626678,0.437519856618187,0.007832061760382,0.015662298947874,0.011149730600561,0.77974796295166,49766
0.032,2,False,100,500,1000,10.5186,0.000318898327276,1.29749747853638,0.715137213437454,0.016549266005071,0.033065350341832,0.018224515188626,1.06365537643433,81308
0.032,2,False,100,500,1000,10.5186,0.000309747174888,1.25222884116881,0.699984217801904,0.016074365881249,0.031911727017843,0.017838357128433,1.09564542770386,94638
0.032,2,False,100,500,1000,10.5186,0.000320281740923,1.29983103323167,0.719645304976596,0.016621058418155,0.033124818514077,0.018339399131432,1.0586564540863,46218
0.032,2,False,100,500,1000,10.5186,0.000310511919078,1.2677774512535,0.70563481873366,0.01611405237047,0.032307966893668,0.017982356714205,1.06365489959717,72683
0.032,2,False,100,500,1000,10.5186,0.000310185399087,1.26812223075421,0.707829200817172,0.016097107577319,0.032316753234428,0.0180382782197,1.01267194747925,89833
0.064,2,False,100,500,1000,10.5186,0.000631429514721,2.60362296114428,1.29770547044794,0.032768108543707,0.066350576238024,0.033070650795619,1.46752548217773,58865
0.064,2,False,100,500,1000,10.5186,0.000636731168264,2.65550196658623,1.32219372538205,0.033043238474598,0.067672657797873,0.033694708061279,1.52350664138794,48654
0.064,2,False,100,500,1000,10.5186,0.000631609959979,2.64180988127714,1.36035645780381,0.032777472771501,0.067323729491542,0.034667244916573,1.53250455856323,18567
0.064,2,False,100,500,1000,10.5186,0.000631343588408,2.63305423833811,1.31625223502917,0.032763649387615,0.067100601195698,0.033543295466403,1.58748602867126,86333
0.064,2,False,100,500,1000,10.5186,0.00063409323044,2.66104956703848,1.4006997926517,0.032906342382566,0.067814032525412,0.035695352117373,1.6524658203125,33041
0.128,2,False,100,500,1000,10.5186,0.001263374587323,5.30115369464534,2.34429905540526,0.065562972023968,0.135094292689547,0.059741980894205,2.48919534683228,85398
0.128,2,False,100,500,1000,10.5186,0.001289513371889,5.5506994097668,2.74942864097006,0.066919447307223,0.141453701191906,0.070066279709531,2.41821813583374,11787
0.128,2,False,100,500,1000,10.5186,0.001296421847494,5.37199975670746,2.24641016268858,0.067277963457038,0.136899729618076,0.057247386040809,2.49818992614746,22860
0.128,2,False,100,500,1000,10.5186,0.001304937145161,5.57155288775714,2.5251330217026,0.067719865825777,0.141985130013158,0.064350343182561,2.67113614082336,25947
0.128,2,False,100,500,1000,10.5186,0.001282304154186,5.44496405739813,2.42575712262651,0.066545324111085,0.138759147616718,0.061817853545516,2.75610852241516,27279
0.25,2,False,100,500,1000,10.5186,0.002525993023088,11.4396451376028,5.71155707639212,0.131086703474325,0.291527251897053,0.145552988620299,4.21563601493835,59606
0.25,2,False,100,500,1000,10.5186,0.002503746700524,11.2985012663355,5.32564086516244,0.129932227962048,0.287930349683939,0.135718322319987,4.18664693832397,85114
0.25,2,False,100,500,1000,10.5186,0.0025535152213,11.5275582763172,5.39321367990663,0.132514971170664,0.293767625215173,0.137440344004083,4.26961874961853,12620
0.25,2,False,100,500,1000,10.5186,0.002559375395881,11.4615647598581,5.53464561637587,0.132819085616154,0.292085850276796,0.141044587254062,4.2546238899231,14827
0.25,2,False,100,500,1000,10.5186,0.002538366412231,11.4436504792248,5.29400110050144,0.131728821951605,0.291629323790186,0.134912016396041,4.03269600868225,11766
0.5,2,False,100,500,1000,10.5186,0.004832899724656,24.339365463945,12.0846117526198,0.250803896660306,0.620262975054907,0.307963543633339,6.67284178733826,86086
0.5,2,False,100,500,1000,10.5186,0.004863764456464,25.5251537363809,13.1930892877745,0.252405625528633,0.650481534480207,0.336211920722508,7.2516553401947,99479
0.5,2,False,100,500,1000,10.5186,0.004796681783518,24.6343487879056,13.1298604422269,0.248924362367434,0.627780312940415,0.334600600496977,6.75581431388855,39539
0.5,2,False,100,500,1000,10.5186,0.004818653141879,24.9365425180655,12.3555031388396,0.250064568580215,0.635481400398492,0.314866923977512,6.83179020881653,64561
0.5,2,False,100,500,1000,10.5186,0.004870698709963,25.4609294038634,13.0075877755,0.252765479425275,0.648844845322583,0.331484610963712,6.71582770347595,25701
0.75,2,False,100,500,1000,10.5186,0.006405505928987,36.8039333222647,16.9918669426837,0.33241447962897,0.937909298005596,0.433019749722673,8.36329483985901,95843
0.75,2,False,100,500,1000,10.5186,0.006313685070386,36.9104821914548,18.4051623057555,0.327649425428819,0.940624583196186,0.469036086624667,8.40328168869019,10027
0.75,2,False,100,500,1000,10.5186,0.006484059764784,37.7209352936325,18.4942033861394,0.336491040128481,0.961278122954397,0.471305204342745,8.54823517799377,50318
0.75,2,False,100,500,1000,10.5186,0.006422802895894,36.7593156364144,19.4354550553358,0.333312107750334,0.936772263492246,0.495292007181791,8.49325370788574,15120
0.75,2,False,100,500,1000,10.5186,0.006409312464675,37.7057031393207,20.0450195768244,0.332612020243855,0.960889947619097,0.510826114023917,9.31598782539368,90606
1,2,False,100,500,1000,10.5186,0.007616199093506,49.3888628839249,24.2752712054632,0.395243543052795,1.25862291160966,0.61862960069645,9.9947681427002,89358
1,2,False,100,500,1000,10.5186,0.00771675865819,51.9695676683067,27.4815872986254,0.400462093427525,1.32438944236291,0.700339173686646,9.72485446929932,59314
1,2,False,100,500,1000,10.5186,0.007534388650427,49.429208569876,23.7164300041139,0.390997980537389,1.25965107872584,0.604388123997084,9.67887020111084,64485
1,2,False,100,500,1000,10.5186,0.007609591359998,50.6848360557502,27.1121451461573,0.394900633949303,1.29164941660785,0.69092433134246,9.61389136314392,69254
1,2,False,100,500,1000,10.5186,0.007523149488622,50.0482998489574,24.8567609982347,0.390414722920526,1.27542796490483,0.633448252783451,9.67087173461914,59652
1.5,2,False,100,500,1000,10.5186,0.008897678355083,66.3146738373653,30.7056978003347,0.461746059265395,1.68995929434115,0.782502218350169,11.0264339447021,12771
1.5,2,False,100,500,1000,10.5186,0.009008970116322,64.4363007616654,31.7217995039522,0.467521558236044,1.6420909440375,0.808396495116662,11.7911865711212,39526
1.5,2,False,100,500,1000,10.5186,0.008849636953208,66.5513721811429,31.9461637079932,0.459252945094233,1.69599130117878,0.814114179454013,11.0914134979248,84082
1.5,2,False,100,500,1000,10.5186,0.00889301255626,67.4603605716047,33.7596781577437,0.461503927089588,1.71915590849747,0.860329676303083,11.2123737335205,23683
1.5,2,False,100,500,1000,10.5186,0.009000119706032,68.8411298254626,34.109983246326,0.467062265158545,1.75434335192244,0.86925683082331,11.2313680648804,53935
2,2,False,100,500,1000,10.5186,0.009764795155091,83.1932654939618,39.6923582947256,0.506745187054464,2.12009234325592,1.01151775214938,12.2160491943359,10995
2,2,False,100,500,1000,10.5186,0.009917056582605,85.1586725399378,40.1532971215991,0.514646811649884,2.1701786622003,1.02326429042698,12.6469099521637,30741
